id,repository,title,date_label,status,themes,event_ids,catalog_url,local_path,sha256,rights,caution
LOC-2003665566,Library of Congress,"Old Royal Palace, formerly living rooms of the Kings and Queens, Seoul, Korea",1904 (목록 연도),catalogued,궁궐·제례,,https://www.loc.gov/item/2003665566/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665567,Library of Congress,"The beautiful Temple of Heaven, where the Emperor worships at the solstices, (looking N.), Seoul, Korea",1904 (목록 연도),catalogued,궁궐·제례,,https://www.loc.gov/item/2003665567/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665579,Library of Congress,"One wheeled cart of a Korean General of the old regime, Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003665579/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665580,Library of Congress,"A young Korean and his wife in street dress, Seoul, Korea",1904 (목록 연도),catalogued,복식,,https://www.loc.gov/item/2003665580/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665591,Library of Congress,"Market of dried fish, meal and native goods, in the suburbs of Seoul, Korea",1904 (목록 연도),catalogued,상업,,https://www.loc.gov/item/2003665591/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665595,Library of Congress,"Typical attitude of aged Korean peasants - in a village store, in northern suburbs of Seoul",1904 (목록 연도),catalogued,상업,,https://www.loc.gov/item/2003665595/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665596,Library of Congress,"Shops and traders of the ""Hermit"" city - looking west along the wide main street of Seoul, Korea",1904 (목록 연도),downloaded_verified,상업,,https://www.loc.gov/item/2003665596/,data/photos/seoul1907/images/loc-2003665596.jpg,80a38612719489e5171d9bfe0965dc467dcbfb92034b1726537b1a1dd02b512d,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665597,Library of Congress,"Shops and traders of the ""Hermit"" city - looking west along the wide main street of Seoul, Korea",1904 (목록 연도),catalogued,상업,,https://www.loc.gov/item/2003665597/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665599,Library of Congress,"Village gossip in a suburb of Seoul - looking N.W., on road leading to Pekin Pass, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003665599/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665598,Library of Congress,"Christlike work in benighted Korea - Miss Peary's home for destitute and blind, English Mission, Seoul",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003665598/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665563,Library of Congress,"Hardening foundation for new Post Office, outside city wall - E. over wall to French Legation, Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽,,https://www.loc.gov/item/2003665563/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665569,Library of Congress,"Outside the South Gate, on one of the main highways of the Hermit Capitol, Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽,,https://www.loc.gov/item/2003665569/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665585,Library of Congress,"A game of ""Go-ban,"" or oriental chess - Yun-Woong-Niel, Korean Minister of War (left) in his home, Seoul",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003665585/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665583,Library of Congress,"A popular laundry near Seoul, along the road leading to the Northwest Gate, Korea",1904 (목록 연도),catalogued,성문·성곽;물·생활,,https://www.loc.gov/item/2003665583/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665582,Library of Congress,"Junks on the Han River, commerce carriers of Korea - east up stream, at Yung San, a logging town, near Seoul",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003665582/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665584,Library of Congress,"A bull-driver bringing wood into Seoul, outside the South Gate, looking toward city wall, Korea",1904 (목록 연도),catalogued,성문·성곽;운송,,https://www.loc.gov/item/2003665584/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665587,Library of Congress,"Officials of the Imperial Department of Communications, outside their office, Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003665587/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665586,Library of Congress,"The Emperor's Grand Master of Horse passing through the main street of Seoul (looking west), Korea",1904 (목록 연도),downloaded_verified,운송,,https://www.loc.gov/item/2003665586/,data/photos/seoul1907/images/loc-2003665586.jpg,109eddd391b0eb74a88bf096dc50df78e667f701f24cbbf3296646e133832297,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665589,Library of Congress,"Washing and bathing in the filthy stream, carrying off the city's sewage, looking N.W., Seoul, Korea",1904 (목록 연도),catalogued,물·생활,,https://www.loc.gov/item/2003665589/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665588,Library of Congress,A primitive grist mill of the Korean peasants--beating turnip seed into meal--suburbs of Seoul,1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003665588/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003665590,Library of Congress,"Washing and bathing in the filthy stream, carrying off the city's sewage, looking N.W., Seoul, Korea",1904 (목록 연도),catalogued,물·생활,,https://www.loc.gov/item/2003665590/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666471,Library of Congress,"The ""Hermit Kingdom"" awakening - boys school (boys with hats on are married), Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666471/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666470,Library of Congress,"Korean soldiers (under arms) [training with fixed bayonets] - looking N.E. to the gate of the old Royal Palace, Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽;궁궐·제례;복식,,https://www.loc.gov/item/2003666470/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666469,Library of Congress,"Korean soldiers (under arms) [training with fixed bayonets] - looking N.E. to the gate of the old Royal Palace, Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽;궁궐·제례;복식,,https://www.loc.gov/item/2003666469/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666473,Library of Congress,"Horseshoeing on the ""safety"" plan - a blacksmith shop outside the East Gate, Seoul, Korea",1904 (목록 연도),catalogued,상업;성문·성곽;운송,,https://www.loc.gov/item/2003666473/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666472,Library of Congress,"The ""Hermit Kingdom"" awakening - boys school (boys with hats on are married), Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666472/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666475,Library of Congress,"Horseshoeing on the ""safety"" plan - a blacksmith shop outside the East Gate, Seoul, Korea",1904 (목록 연도),catalogued,상업;성문·성곽;운송,,https://www.loc.gov/item/2003666475/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666474,Library of Congress,"Horseshoeing on the ""safety"" plan - a blacksmith shop outside the East Gate, Seoul, Korea",1904 (목록 연도),catalogued,상업;성문·성곽;운송,,https://www.loc.gov/item/2003666474/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666451,Library of Congress,"Village gossip in a suburb of Seoul - looking N.W., on road leading to Pekin Pass, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666451/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666450,Library of Congress,"Village gossip in a suburb of Seoul - looking N.W., on road leading to Pekin Pass, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666450/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666458,Library of Congress,"A Korean lady and her husband at their home, Seoul, Korea",1904 (목록 연도),catalogued,복식,,https://www.loc.gov/item/2003666458/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666459,Library of Congress,"Nam-Kung-Uk, editor of an important Korean paper, before a typical monument to the dead",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666459/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666457,Library of Congress,Entrance to home of Korean Minister of War--typical wealthy Korean home--his grandchildren on steps--Seoul,1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666457/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666463,Library of Congress,"Granite lion before the gateway to the old Royal Palace - looking north - Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽;궁궐·제례,,https://www.loc.gov/item/2003666463/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666466,Library of Congress,"Korean lady and maid, in the streets of Seoul--(curtain is seldom raised)--Korea",1904 (목록 연도),downloaded_verified,복식,,https://www.loc.gov/item/2003666466/,data/photos/seoul1907/images/loc-2003666466.jpg,e59cf0bcd1f7a0e3dd21e56f51bd5fd55b6d49cc92838ec3c808f0a3a8b4895b,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666465,Library of Congress,"Korean lady and maid, in the streets of Seoul--(curtain is seldom raised)--Korea",1904 (목록 연도),catalogued,복식,,https://www.loc.gov/item/2003666465/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666464,Library of Congress,"Granite lion before the gateway to the old Royal Palace-looking north-Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽;궁궐·제례,,https://www.loc.gov/item/2003666464/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666468,Library of Congress,"Korean lady and maid, in the streets of Seoul--(curtain is seldom raised)--Korea",1904 (목록 연도),catalogued,복식,,https://www.loc.gov/item/2003666468/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666467,Library of Congress,"Korean lady and maid, in the streets of Seoul--(curtain is seldom raised)--Korea",1904 (목록 연도),catalogued,복식,,https://www.loc.gov/item/2003666467/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666487,Library of Congress,"Little Korean boys, of the middle class, in the northern suburbs of Seoul, Korea",1904 (목록 연도),catalogued,거리·생활,,https://www.loc.gov/item/2003666487/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666494,Library of Congress,"Street [railway] scene in the Korean capital, Seoul, Korea",1904 (목록 연도),downloaded_verified,전차,S1907-02;S1907-03,https://www.loc.gov/item/2003666494/,data/photos/seoul1907/images/loc-2003666494.jpg,86735fc9cb8e7b003891996a18a725ea89b6c1ccf2e6b47ec4cb16f7359520fd,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666496,Library of Congress,"Imperial Palace - The King's apartments, Seoul, Korea",1904 (목록 연도),catalogued,궁궐·제례,,https://www.loc.gov/item/2003666496/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666497,Library of Congress,"Entrance to the Queen's apartmetns, Imperal Palace, Seoul, Korea",1904 (목록 연도),catalogued,궁궐·제례,,https://www.loc.gov/item/2003666497/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666495,Library of Congress,"A Korean bull cart, Seoul, Korea",1904 (목록 연도),catalogued,운송,,https://www.loc.gov/item/2003666495/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
LOC-2003666454,Library of Congress,"A bridegroom going to his wedding - at the South Gate - Seoul, Korea",1904 (목록 연도),catalogued,성문·성곽;복식,,https://www.loc.gov/item/2003666454/,,,item_review_required,발행 연도와 촬영일을 구분. 원제의 인물 식별·장소·차별적 표현은 당시 출판자의 설명이며 검증된 현대 해설이 아님.
